
    |           BAT_NAME|     RA|    DEC|    SNR|              COUNTERPART_NAME|                     OTHER_NAME| CTPT_RA|CTPT_DEC|    FLUX| FLUX_LO| FLUX_HI|CONTA|GAMM|GAMM|GAMM|  CHI_SQ_R|REDSHIF|  LUM|ASSOC_STREN|        CL2|                 TYPE
    |                   |    deg|    deg|       |                              |                               |     deg|     deg|10^-12er|10^-12er|10^-12er|     |    |    |    |          |       |log[e|           |           |                     
 106|SWIFT J0206.2-0019 | 31.554| -0.279|  13.74|Mrk 1018                      |                               | 31.5666| -0.2914|   32.97|   28.28|   37.88| 0.00|1.74|1.56|1.94|      0.50| 0.0424|44.14|          0|          4|Sy1.5                
 107|SWIFT J0207.0+2931 | 31.754| 29.509|   8.11|3C 59                         |2MASX J02070218+2930459        | 31.7911| 29.5280|   17.15|   12.94|   21.79| 0.00|1.95|1.61|2.32|      0.70| 0.1096|44.72|          0|          4|Sy1                  
 108|SWIFT J0208.4-7428A| 31.957|-74.453|   5.69|1WGA J0206.7-7427             |SWIFT J020645.7-742745         | 31.6904|-74.4626|    5.39|    0.00|    0.00| 0.33|2.77|0.00|0.00|      1.40| 0.0000| NULL|          0|         13|HMXB                 
 109|SWIFT J0208.4-7428B| 31.957|-74.453|   5.69|RX J0209.6-7427               |                               | 32.4010|-74.4520|    5.12|    0.00|    0.00| 0.50|2.17|0.00|0.00|      0.50|-1.0000| NULL|          6|         15|XRB in SMC           
 110|SWIFT J0208.2+4452 | 31.980| 44.822|   5.27|MCG +07-05-016                |                               | 31.9649| 44.8438|   10.48|    6.99|   14.48| 0.00|2.15|1.69|2.71|      1.30| 0.0217|43.05|          0|          2|Galaxy               
 111|SWIFT J0208.5-1738 | 32.147|-17.617|   5.22|NVSS J020834-173933           |IGR J02086-1742                | 32.1455|-17.6594|    9.12|    5.62|   13.12| 0.00|1.99|1.49|2.59|      0.70| 0.1290|44.60|          0|          4|Sy1.2                
 112|SWIFT J0209.5-1010 | 32.376|-10.161|   5.60|ARP 318                       |                               | 32.3805|-10.1585|   15.43|   10.65|   20.73| 0.00|1.50|1.06|1.95|      0.50| 0.0132|42.78|          0|          5|GGROUP/LINER/Sy2     
 113|SWIFT J0209.7+5226 | 32.407| 52.459|  24.81|LEDA 138501                   |                               | 32.3929| 52.4425|   51.28|   47.43|   55.25| 0.00|2.07|1.97|2.18|      1.20| 0.0492|44.47|          0|          4|Sy1                  
 114|SWIFT J0211.1-4944 | 32.731|-49.728|   5.40|ESO 197- G 027                |                               | 32.7189|-49.6985|    7.88|    4.86|   11.42| 0.00|2.17|1.65|2.85|      0.40| 0.0481|43.63|          0|          5|Sy2                  
 115|SWIFT J0213.7+5147 | 33.485| 51.770|   5.00|2MASX J02141794+5144520       |1RXS J021417.8+514457          | 33.5747| 51.7478|    8.02|    5.33|   11.26| 0.01|2.70|2.14|3.44|      4.00| 0.0490|43.66|          0|          7|BL Lac               
 116|SWIFT J0214.6-0049 | 33.657| -0.777|   7.10|Mrk 590                       |                               | 33.6400| -0.7670|   16.66|   12.23|   21.56| 0.00|1.77|1.41|2.15|      0.40| 0.0264|43.42|          0|          4|Sy1.2                
 117|SWIFT J0214.9-6432 | 33.726|-64.509|   6.80|2MASX J02143730-6430052       |                               | 33.6557|-64.5014|   12.23|    8.47|   16.46| 0.00|1.83|1.40|2.32|      0.80| 0.0740|44.21|          0|          4|Sy1                  
 118|SWIFT J0215.6-1301 | 33.903|-13.011|   5.34|3C 062                        |                               | 33.9062|-12.9918|   13.92|    9.40|   19.01| 0.00|1.60|1.13|2.09|      0.60| 0.1470|44.91|          4|          5|Sy2                  
 119|SWIFT J0216.3+5128 | 34.123| 51.435|   8.23|2MASX J02162987+5126246       |                               | 34.1243| 51.4402|   18.96|   14.76|   23.54| 0.00|1.90|1.58|2.24|      0.40| 0.0288|43.56|          0|          2|likely Sy2           
 120|SWIFT J0218.0+7348 | 34.319| 73.821|  13.12|[HB89] 0212+735               |                               | 34.3784| 73.8257|   34.51|   30.04|   39.15| 0.00|1.55|1.37|1.73|      2.20| 2.3670|48.18|          0|          7|BL Lac               
 121|SWIFT J0222.6+5222 | 35.537| 52.354|   5.09|1RXS J022206.0+522112         |USNO-A1.0 1350.02324516        | 35.5258| 52.3523|    8.30|    5.58|   11.52| 0.00|2.72|2.19|3.47|      0.80| 0.2000|44.98|          0|          8|Quasar               
 122|SWIFT J0222.3+2509 | 35.593| 25.155|   4.86|2MASX J02223523+2508143       |                               | 35.6468| 25.1374|   15.81|   10.58|   21.61| 0.00|1.38|0.90|1.87|      1.30|-1.0000| NULL|          0|          2|Galaxy               
 123|SWIFT J0223.4+4551 | 35.831| 45.809|   7.44|V Zw 232                      |                               | 35.8913| 45.8186|   14.70|   10.57|   19.33| 0.00|1.97|1.56|2.44|      0.30|-1.0000| NULL|          0|          2|Galaxy triple        
 124|SWIFT J0225.0-2312 | 36.211|-23.222|   5.93|PKS 0222-23                   |                               | 36.2612|-23.2133|   10.36|    6.84|   14.37| 0.00|2.09|1.63|2.67|      0.50| 0.2322|45.22|          0|          8|QSO Sy1              
 125|SWIFT J0225.0+1847 | 36.272| 18.807|  12.26|RBS 0315                      |                               | 36.2695| 18.7802|   31.66|   26.82|   36.76| 0.00|1.74|1.53|1.95|      1.60| 2.6900|48.27|          0|          7|BL Lac               
 126|SWIFT J0225.8-6315 | 36.328|-63.212|   7.94|Fairall 296                   |ABELL S0261                    | 36.2876|-63.2240|   14.75|   11.18|   18.67| 0.00|1.85|1.53|2.20|      1.40| 0.0580|44.08|          0|          4|Sy1 in Galaxy Cluster
 127|SWIFT J0226.4-2821 | 36.590|-28.329|   6.26|AM 0224-283                   |                               | 36.6081|-28.3503|   13.12|    9.15|   17.56| 0.00|1.81|1.39|2.29|      1.20| 0.0598|44.05|          0|          4|Sy1 GPAIR            
 128|SWIFT J0227.0+2346 | 36.745| 23.773|   6.35|MCG +04-06-043                |                               | 36.7275| 23.7997|   10.78|    7.20|   15.18| 0.00|2.49|1.93|3.23|      1.60| 0.0333|43.44|          0|          2|Galaxy               
 129|SWIFT J0228.1+3118 | 37.078| 31.316|  27.99|NGC 931                       |                               | 37.0603| 31.3117|   60.55|   56.46|   64.75| 0.00|2.10|2.01|2.20|      3.80| 0.0167|43.58|          4|          4|Sy1.5                
 130|SWIFT J0230.2-0900 | 37.546| -8.998|   5.47|Mrk 1044                      |                               | 37.5227| -8.9979|   12.92|    8.70|   17.65| 0.00|1.76|1.32|2.25|      0.60| 0.0165|42.90|          0|          4|Sy1                  
 131|SWIFT J0231.6-3645 | 37.915|-36.666|   8.84|IC 1816                       |                               | 37.9625|-36.6721|   19.25|   15.25|   23.56| 0.00|1.71|1.43|2.00|      0.80| 0.0170|43.10|          0|          5|Sy1.8                
 132|SWIFT J0232.8+2020 | 38.193| 20.333|  12.18|QSO B0229+200                 |1ES 0229+200                   | 38.2026| 20.2882|   24.46|   20.23|   29.00| 0.00|2.16|1.91|2.44|      0.70| 0.1396|45.10|          0|          7|BL Lac               
 133|SWIFT J0234.1+3233 | 38.598| 32.498|  11.35|NGC 973                       |                               | 38.5838| 32.5056|   31.22|   26.42|   36.27| 0.00|1.74|1.54|1.96|      0.70| 0.0162|43.27|          0|          5|Sy2                  
 134|SWIFT J0234.6-0848 | 38.644| -8.774|  16.36|NGC 985                       |                               | 38.6574| -8.7876|   31.90|   28.14|   35.86| 0.00|2.13|1.97|2.30|      2.70| 0.0430|44.14|          0|          4|Sy1                  
 135|SWIFT J0235.3-2934 | 38.850|-29.598|   9.09|ESO 416-G002                  |                               | 38.8061|-29.6047|   22.98|   18.57|   27.67| 0.00|1.54|1.27|1.81|      0.40| 0.0592|44.29|          0|          5|Sy1.9                
 136|SWIFT J0238.2-5213 | 39.576|-52.225|  15.84|ESO 198-024                   |                               | 39.5821|-52.1923|   29.56|   25.84|   33.46| 0.00|1.79|1.63|1.96|      0.90| 0.0455|44.16|          4|          4|Sy1                  
 137|SWIFT J0238.5-6119 | 39.623|-61.317|   5.92|2MASX J02384313-6117227       |                               | 39.6796|-61.2896|   12.34|    8.61|   16.44| 0.00|1.65|1.25|2.08|      1.00| 0.0000| NULL|          0|          2|Galaxy               
 138|SWIFT J0238.8-4039 | 39.753|-40.658|   8.30|2MASX J02384897-4038377       |1RXS J023849.4-403844          | 39.7040|-40.6439|   13.36|   10.05|   17.01| 0.00|2.12|1.79|2.52|      0.80| 0.0618|44.09|          0|          4|Sy1                  
 139|SWIFT J0240.5+6118 | 40.180| 61.260|  12.19|LS I +61 303                  |V615 Cas                       | 40.1319| 61.2293|   28.31|   24.02|   32.85| 0.00|1.84|1.63|2.06|      0.60| 0.0000| NULL|          0|         13|HMXB                 
 140|SWIFT J0241.3-0816 | 40.275| -8.257|  12.47|NGC 1052                      |                               | 40.2700| -8.2558|   29.46|   24.95|   34.22| 0.00|1.78|1.58|2.00|      0.20| 0.0050|42.22|          0|          5|Sy2                  
 141|SWIFT J0241.6+0711 | 40.393|  7.188|   5.53|Mrk 595                       |1RXS J024135.2+071117          | 40.3954|  7.1872|   10.86|    7.12|   15.26| 0.00|2.29|1.78|2.95|      0.70| 0.0270|43.26|          0|          4|Sy1.5                
 142|SWIFT J0242.0+0516 | 40.501|  5.275|   5.09|2MASX J02420381+0510061       |                               | 40.5158|  5.1684|   12.16|    0.00|    0.00| 0.06|1.62|0.00|0.00|      0.30| 0.0690|44.15|          0|          5|Sy2                  
 143|SWIFT J0242.2+0531 | 40.575|  5.509|   5.28|2MASX J02421465+0530361       |1RXS J024215.2+053037          | 40.5610|  5.5100|   10.04|    0.00|    0.00| 0.05|2.20|0.00|0.00|      0.90| 0.0690|44.06|          0|          4|Sy1                  
 144|SWIFT J0242.6+0000 | 40.663| -0.020|  15.64|NGC 1068                      |                               | 40.6696| -0.0133|   35.09|   30.91|   39.44| 0.00|1.91|1.76|2.07|      6.70| 0.0038|42.05|          0|          5|Sy2                  
 145|SWIFT J0243.9+5324 | 40.972| 53.432|   4.98|2MFGC 02171                   |                               | 41.0125| 53.4745|    8.43|    5.32|   12.10| 0.00|2.35|1.82|3.02|      0.80|-1.0000| NULL|          0|          2|Galaxy               
 146|SWIFT J0244.7-2433 | 41.141|-24.503|   5.05|ESO 479- G 031                |                               | 41.1989|-24.5139|    9.05|    5.40|   13.42| 0.00|1.99|1.39|2.69|      0.60| 0.0235|43.06|          0|          6|LINER                
 147|SWIFT J0244.8+6227 | 41.274| 62.450|  40.69|[HB89] 0241+622               |                               | 41.2404| 62.4685|   90.54|   86.44|   94.72| 0.00|1.90|1.84|1.96|      2.50| 0.0440|44.61|          0|          4|Sy1                  
 148|SWIFT J0245.2+1047 | 41.291| 10.782|   5.77|4C +10.08                     |                               | 41.3061| 10.7897|   12.78|    8.61|   17.56| 0.00|2.04|1.59|2.57|      0.60| 0.0700|44.18|          0|          7|BL Lac               
 149|SWIFT J0249.1+2627 | 42.273| 26.473|  12.06|2MASX J02485937+2630391       |                               | 42.2472| 26.5109|   33.97|   28.81|   39.40| 0.00|1.69|1.48|1.90|      0.70| 0.0579|44.44|          0|          5|Sy2                  
 150|SWIFT J0250.4+4648 | 42.605| 46.772|   9.07|2MASX J02502722+4647295       |                               | 42.6133| 46.7915|   20.04|   15.88|   24.53| 0.00|2.07|1.78|2.40|      0.90|-1.0000| NULL|          0|          2|Galaxy               
 151|SWIFT J0251.3+5441 | 42.636| 54.708|   8.98|2MFGC 02280                   |IGR J02504+5443                | 42.6775| 54.7049|   27.07|   22.28|   32.14| 0.00|1.49|1.24|1.73|      0.70| 0.0152|43.14|          0|          5|Sy2                  
 152|SWIFT J0250.7+4142 | 42.677| 41.708|   6.59|NGC 1106                      |                               | 42.6688| 41.6715|   18.58|   13.95|   23.57| 0.00|1.62|1.30|1.96|      1.80| 0.0145|42.94|          2|          5|Sy2                  
 153|SWIFT J0251.6-1639 | 42.928|-16.633|   7.98|NGC 1125                      |                               | 42.9180|-16.6510|   17.43|   13.42|   21.80| 0.00|1.81|1.50|2.13|      1.20| 0.0110|42.67|          0|          5|Sy2                  
 154|SWIFT J0252.1-6758 | 42.966|-67.974|   5.27|2MASX J02513173-6803059       |                               | 42.8826|-68.0515|    7.99|    4.14|   12.52| 0.00|1.97|1.26|3.10|      1.00|-1.0000| NULL|          0|          2|Galaxy               
 155|SWIFT J0252.3+4312 | 43.053| 43.210|   5.81|FGC 0351                      |                               | 43.1418| 43.1674|   13.06|    8.71|   17.92| 0.00|1.76|1.32|2.26|      0.70| 0.0518|43.92|          0|          2|QSO/LPQ              
 156|SWIFT J0252.7-0822 | 43.109| -8.516|  11.93|MCG -02-08-014                |                               | 43.0975| -8.5104|   26.07|   21.99|   30.41| 0.00|1.95|1.74|2.17|      0.90| 0.0168|43.22|          0|          5|Sy2, hidden          
 157|SWIFT J0255.2-0011 | 43.792| -0.166|  33.61|NGC 1142                      |                               | 43.8008| -0.1836|   88.43|   83.54|   93.42| 0.00|1.71|1.63|1.78|      0.90| 0.0289|44.23|          0|          5|Sy2                  
 158|SWIFT J0256.2+1925 | 44.033| 19.436|  18.19|XY Ari                        |2E 0253.3+1914                 | 44.0375| 19.4414|   36.45|   32.46|   40.63| 0.00|2.29|2.13|2.46|      0.40| 0.0000| NULL|          4|          9|CV/DQ Her            
 159|SWIFT J0256.4-3212 | 44.091|-32.158|  14.86|ESO 417- G 006                |                               | 44.0898|-32.1856|   30.66|   26.85|   34.64| 0.00|1.87|1.71|2.04|      1.80| 0.0163|43.26|          0|          5|Sy2                  
 160|SWIFT J0259.0+1334 | 44.756| 13.559|   5.60|ABELL 401                     |                               | 44.7373| 13.5823|    7.58|    5.83|    9.59| 0.00|4.63|3.75|6.02|      0.60| 0.0748|44.02|          0|          3|Galaxy Cluster       
 161|SWIFT J0259.9+4419 | 44.947| 44.335|   4.80|2MASX J02593756+4417180       |                               | 44.9065| 44.2884|   12.52|    7.85|   17.90| 0.00|1.78|1.22|2.41|      1.80|-1.0000| NULL|          0|          2|Galaxy               
 162|SWIFT J0300.0-1048 | 45.001|-10.806|   8.23|MCG -02-08-038                |                               | 45.0180|-10.8246|   17.63|   13.64|   21.98| 0.00|1.94|1.63|2.27|      1.50| 0.0326|43.64|          4|          4|Sy1                  
 163|SWIFT J0304.1-0108 | 45.938| -1.136|  13.85|NGC 1194                      |LEDA 11537                     | 45.9546| -1.1037|   36.58|   31.83|   41.52| 0.00|1.68|1.51|1.85|      2.20| 0.0136|43.18|          0|          4|Sy1                  
 164|SWIFT J0308.5-7251 | 46.989|-72.843|   6.76|ESO 031- G 008                |                               | 46.8972|-72.8340|   12.43|    9.06|   16.15| 0.00|1.94|1.59|2.34|      1.00| 0.0276|43.34|          0|          4|Sy1.2                
 165|SWIFT J0308.2-2258 | 47.012|-22.969|   4.96|NGC 1229                      |                               | 47.0449|-22.9608|   10.90|    7.03|   15.29| 0.00|1.76|1.29|2.27|      1.80| 0.0360|43.51|          0|          5|Sy2                  
 166|SWIFT J0311.1+3241 | 47.777| 32.710|   5.12|2MASX J03104435+3239296       |                               | 47.6850| 32.6580|    8.05|    4.72|   12.15| 0.00|2.56|1.92|3.58|      0.60| 0.1270|44.53|          0|          6|Sy                   
 167|SWIFT J0311.5-2045 | 47.830|-20.749|  10.34|RX J0311.3-2046               |                               | 47.8284|-20.7717|   23.98|   19.79|   28.44| 0.00|1.75|1.53|1.99|      1.00| 0.0670|44.42|          0|          4|Sy1.5                
 168|SWIFT J0311.8-7653 | 47.961|-76.882|   6.94|[HB89] 0312-770               |                               | 47.9802|-76.8641|   12.97|    9.37|   16.98| 0.00|1.99|1.60|2.43|      0.80| 0.2230|45.28|          4|          8|Sy1.2/FSRQ           
 169|SWIFT J0311.9+5032 | 48.016| 50.513|   5.07|2MASX J03120291+5029147       |1RXS J031202.7+502922          | 48.0123| 50.4874|   10.31|    6.58|   14.69| 0.00|2.20|1.68|2.88|      2.20|-1.0000| NULL|          0|          2|Galaxy               
 170|SWIFT J0312.9+4121 | 48.224| 41.357|   5.57|QSO B0309+411                 |QSO B0309+411                  | 48.2580| 41.3330|   17.66|   12.37|   23.51| 0.00|1.52|1.07|1.99|      0.40| 0.1360|44.94|          0|          4|Sy1                  
 171|SWIFT J0317.2+0116 | 49.279|  1.250|   5.57|MCG +00-09-042                |                               | 49.2592|  1.2550|   13.27|    9.22|   17.86| 0.00|1.87|1.49|2.29|      2.30| 0.0238|43.23|          0|          5|Sy2 LINER            
 172|SWIFT J0318.7+6828 | 49.532| 68.492|   7.28|2MASX J03181899+6829322       |                               | 49.5791| 68.4921|   17.77|   13.57|   22.31| 0.00|1.72|1.42|2.05|      0.50| 0.0901|44.56|          0|          5|Sy1.9                
 173|SWIFT J0319.7+4132 | 49.940| 41.518|  50.92|NGC 1275                      |                               | 49.9507| 41.5117|   73.40|   70.88|   76.00| 0.00|3.69|3.59|3.80|      2.50| 0.0176|43.71|          0|          5|Sy2/Perseus Cluster  
 174|SWIFT J0324.8+3410 | 51.179| 34.176|  10.29|1H 0323+342                   |                               | 51.1715| 34.1794|   29.93|   24.79|   35.37| 0.00|1.73|1.48|1.98|      0.80| 0.0610|44.43|          0|          4|Sy1                  
 175|SWIFT J0325.0-4154 | 51.252|-41.864|   5.41|LCRS B032315.2-420449         |                               | 51.2595|-41.9048|    8.17|    5.20|   11.74| 0.00|2.20|1.66|2.88|      0.90| 0.0580|43.82|          0|          4|Sy1                  
 176|SWIFT J0324.9+4044 | 51.292| 40.728|   6.78|IRAS 03219+4031               |LEDA 97012                     | 51.3051| 40.6985|   19.41|   14.42|   24.85| 0.00|1.71|1.34|2.10|      0.70| 0.0477|44.02|          0|          6|double AGN           
 177|SWIFT J0325.6-0907 | 51.369| -9.096|   5.16|SWIFT J0325.6-0907            |                               | 51.3915| -9.1194|   10.77|    6.90|   15.24| 0.00|1.98|1.48|2.59|      0.20|-1.0000| NULL|          6|          0|transient?           
 178|SWIFT J0326.0-5633 | 51.475|-56.564|   5.12|2MASX J03252346-5635443       |                               | 51.3480|-56.5957|    8.62|    5.23|   12.56| 0.00|1.81|1.27|2.42|      0.50| 0.0602|43.88|          0|          2|XBONG                
 179|SWIFT J0328.4-2846 | 52.167|-28.718|   6.50|PKS 0326-288                  |                               | 52.1522|-28.6989|   13.23|    9.47|   17.41| 0.00|1.84|1.45|2.25|      1.10| 0.1080|44.60|          0|          5|Sy1.9                
